logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance	ID
COPS5	0.150738265221039	6.2341024183508	3.30807599925338	0.000973407158440597	0.00142233573566147	-2.65604944213027	Not Significant	COPS5
UBR4	0.126770838994461	7.55709053146056	3.30960333289897	0.000968170374759894	0.00141496006239931	-2.65898089821699	Not Significant	UBR4
AGER	0.284385822193418	0.481173003402633	3.04024697198417	0.00242634920318673	0.00341661196011815	-2.66096361314799	Not Significant	AGER
HOXC11	0.709503473669151	1.35155908694031	3.08794608093002	0.00207190289521867	0.00293823864248037	-2.66781290134308	Not Significant	HOXC11
SIRT4	0.177331121246533	-0.0207542942916588	3.00857804361181	0.00269150990410501	0.00377083485301317	-2.67026679936952	Not Significant	SIRT4
PPP1CC	0.102360307737798	7.31665773185103	3.30552644018337	0.000982207421460688	0.00143449438690497	-2.67523041993656	Not Significant	PPP1CC
DOCK2	0.295853176354272	4.16049378364742	3.24234359437381	0.00122532664655714	0.0017757033229106	-2.67531042113002	Not Significant	DOCK2
SLC6A6	-0.204287136381545	5.79721301053432	-3.29553675372069	0.00101740434160214	0.00148387164107964	-2.6771388430175	Not Significant	SLC6A6
SLC23A2	0.172616855554072	5.01231507023665	3.27568559894615	0.00109084172741263	0.00158788447132706	-2.6792831616218	Not Significant	SLC23A2
IDE	-0.209794369685311	5.01119392511361	-3.27431255776923	0.0010960984698737	0.00159522615700114	-2.68071626028495	Not Significant	IDE
MED9	0.122093146254566	4.15724122925586	3.23853740151908	0.00124161764047639	0.00179844103600214	-2.68354971131983	Not Significant	MED9
ZNF561	-0.118054368631467	5.35973114403806	-3.28388266626118	0.00105994170486691	0.00154425654596934	-2.68451703507484	Not Significant	ZNF561
NACAD	-0.314397179039972	1.19118683541093	-3.07202071121185	0.00218457392759865	0.00309040812612184	-2.68767397176596	Not Significant	NACAD
FNDC1	0.375372329257851	5.69981497643621	3.29107692948806	0.00103349221268857	0.00150630810666178	-2.68774085106696	Not Significant	FNDC1
EXOC8	-0.131678014574997	4.83182402201901	-3.26495892320184	0.00113253827397555	0.00164644980161471	-2.69085281222643	Not Significant	EXOC8
COL4A1	0.208095274363881	8.71115574446168	3.2893310261962	0.0010398541600172	0.00151528548466336	-2.69791370774082	Not Significant	COL4A1
YY2	-0.226371443965093	0.310563806778425	-3.01568802797405	0.00262976929609287	0.00368917021788564	-2.70076031466261	Not Significant	YY2
SLC16A2	-0.278312501904142	4.62620552778	-3.25118040349221	0.00118826341342557	0.00172449709189766	-2.70608248920619	Not Significant	SLC16A2
TMEM88	-0.269028202911544	0.182708687998575	-3.00574467703377	0.00271648139919305	0.00380368389014149	-2.708982160511	Not Significant	TMEM88
PRIMA1	0.418934329153859	1.17915323855938	3.06853589281881	0.00220996712577867	0.00312426352805605	-2.70907187218212	Not Significant	PRIMA1
KLB	-0.341096569225424	0.17537728916976	-3.00408642945018	0.0027311943097812	0.00382356984702041	-2.71236490423155	Not Significant	KLB
LOC100128640	0.223466620995192	0.483474559301291	3.02082012640358	0.00258601268877646	0.00363084914755321	-2.71581997704439	Not Significant	LOC100128640
CHKB-CPT1B	-0.236976864202311	3.63935317464239	-3.19829601809977	0.00142654142294935	0.00205515886777196	-2.7193924720212	Not Significant	CHKB-CPT1B
SOCS4	-0.131217343957794	4.92331117330289	-3.25822823224092	0.00115945008544062	0.00168398732933428	-2.72408858090727	Not Significant	SOCS4
ACP5	-0.286909506912068	5.9043861201691	-3.28036852379626	0.00107308809558715	0.00156280135512823	-2.72878410247288	Not Significant	ACP5
RHBDD3	0.202703664589902	4.07295369242517	3.2194260611405	0.00132648702848183	0.00191691912284325	-2.73108250156408	Not Significant	RHBDD3
LEPREL2	-0.307232062251877	4.91538501196371	-3.25408248848166	0.00117631962698316	0.00170749450655193	-2.7338943916604	Not Significant	LEPREL2
GDF6	-0.345840123819192	-1.0363738142671	-2.93053233801593	0.00346197876162846	0.00480306230304906	-2.73962356442496	Not Significant	GDF6
RNF32	0.210006583245373	0.997572809493061	3.04287173208818	0.00240548406939517	0.00338914431579002	-2.74207349561022	Not Significant	RNF32
DEF6	0.190138656982933	4.34161305539915	3.22962389671541	0.00128055553730037	0.00185233156729242	-2.74371768541471	Not Significant	DEF6
CPS1	-0.373534932368516	1.16941259026477	-3.05112011572512	0.00234098083830191	0.0033013719218755	-2.74507169903876	Not Significant	CPS1
CES3	0.533162035181619	0.616734004193482	3.01658294543694	0.00262209070724392	0.00367908799243646	-2.74863827026355	Not Significant	CES3
GXYLT2	-0.347335338657502	2.48512949484056	-3.12387113610085	0.00183707127943464	0.00262036079665475	-2.75045708120171	Not Significant	GXYLT2
USP27X	0.129887080258608	2.68934406292138	3.13329739018509	0.00177964849082864	0.00254160295441147	-2.75046953334282	Not Significant	USP27X
NAP1L4	-0.104172627010379	7.22464749916348	-3.28246563664183	0.00106522474762717	0.00155165146449984	-2.75114265161536	Not Significant	NAP1L4
DNAJA2	0.136508600586789	6.34367801563278	3.27914206121185	0.00107771173428548	0.00156938232409524	-2.75381268927769	Not Significant	DNAJA2
ZNF229	0.397680391215308	2.26164669352916	3.11085062566167	0.00191919596507043	0.00273359402447745	-2.75496362477027	Not Significant	ZNF229
TLR10	0.385792625278835	0.102356626060101	2.98831815703781	0.00287478666596734	0.00401782911845487	-2.75521517593533	Not Significant	TLR10
VAV1	0.277690089213197	3.1290648509999	3.15787839310173	0.00163759027122407	0.00234588568045661	-2.75605078439792	Not Significant	VAV1
ARAF	-0.119023359949368	5.98430270318212	-3.2735035574965	0.00109920673427671	0.0015992832888033	-2.75678132153905	Not Significant	ARAF
METTL2B	0.1273732462668	4.0471360769728	3.21002972274632	0.00137015152397935	0.00197753691990346	-2.75847620533387	Not Significant	METTL2B
ZNF250	0.157489108074333	4.06580575523429	3.2111321680885	0.00136496060580597	0.00197023487193538	-2.75875466904566	Not Significant	ZNF250
C14orf147	0.18654932223551	6.25989040733666	3.27630482402552	0.00108847864842657	0.00158459876772692	-2.76013632147365	Not Significant	C14orf147
C19orf20	-0.378005934866823	1.23484254138437	-3.04564815698479	0.00238359242497714	0.00335924932435337	-2.76021608858149	Not Significant	C19orf20
DEGS1	0.226248692831656	6.78216409983658	3.27849819058729	0.00108014644182218	0.00157277476357161	-2.76347605076402	Not Significant	DEGS1
C9orf72	0.169281859838262	3.42158431673849	3.17345516454895	0.00155305891485154	0.00223034281122462	-2.76349148933965	Not Significant	C9orf72
IL17RC	0.186831753501459	5.47840484816262	3.26102555694389	0.00114819424984962	0.00166844886771838	-2.76675948877439	Not Significant	IL17RC
C2orf64	-0.102396372938911	4.73174007910449	-3.23740638165428	0.00124649701805296	0.00180498460421813	-2.76697936480661	Not Significant	C2orf64
NSUN4	0.101544836038141	4.97514317108132	3.24686041513197	0.00120625068608398	0.00174873634430636	-2.76887359401036	Not Significant	NSUN4
FAM120C	-0.188906272948699	4.32407967880372	-3.21739040777741	0.00133583606266952	0.00192949800713904	-2.77353649785925	Not Significant	FAM120C
RAP1B	-0.113481539354325	6.75645809550201	-3.27484978543472	0.00109403888458015	0.00159238354424887	-2.77493658871878	Not Significant	RAP1B
PSMC6	-0.110541297693247	5.9890640209324	-3.26820215867866	0.00111977814706207	0.00162858026693985	-2.7757438317849	Not Significant	PSMC6
VKORC1	0.143456634282766	6.37608234873897	3.27231225951635	0.00110379869093742	0.00160580822387834	-2.7765461727544	Not Significant	VKORC1
MRPS33	0.147890412613902	5.10049548208895	3.24687658562167	0.00120618288931094	0.00174873634430636	-2.78128426251511	Not Significant	MRPS33
GRIPAP1	-0.125752421293656	5.55051978001566	-3.25705615486042	0.00116419656546552	0.00169055302176408	-2.7843206870296	Not Significant	GRIPAP1
EFHA2	-0.298853626262992	0.117517039988514	-2.98038003060258	0.00294965686275776	0.00411747008626146	-2.7847119440456	Not Significant	EFHA2
VAMP7	0.13033962015832	5.87402382971974	3.26307542830072	0.00114001032076604	0.00165703937757651	-2.78745042366707	Not Significant	VAMP7
CLEC5A	0.360749280033856	2.1795882769535	3.08889203125031	0.00206538135048121	0.00293010072726561	-2.79136252463123	Not Significant	CLEC5A
CCDC102B	0.179596841543849	1.62730603980172	3.06222569121326	0.00225663892645512	0.00318723363331639	-2.79171796511691	Not Significant	CCDC102B
BMF	0.183506203957568	4.91831773222255	3.23789148725768	0.00124440203694564	0.00180212533013695	-2.79261005260335	Not Significant	BMF
RFC5	0.144533445586822	4.34296751572514	3.21384101539365	0.00135228293018706	0.00195268872321367	-2.79364097266376	Not Significant	RFC5
PTGER2	-0.339516120411659	1.29845459948331	-3.04040531924931	0.00242508575844529	0.00341515417262427	-2.79653506694184	Not Significant	PTGER2
XRCC6BP1	0.145706777494076	2.58814864601759	3.11206444953728	0.00191139963656225	0.00272352611961417	-2.79741615135922	Not Significant	XRCC6BP1
C17orf86	0.185419689933559	2.47135822313532	3.1058297919966	0.00195175619998454	0.00277785612829675	-2.79767234640303	Not Significant	C17orf86
SSFA2	-0.299254095898822	6.81508314441783	-3.26735248217193	0.00112310816684896	0.00163326466510186	-2.79911828994818	Not Significant	SSFA2
IFI27L1	0.216391654690171	2.2145641990874	3.08897720001711	0.00206479510873006	0.00292954672408407	-2.80032067752501	Not Significant	IFI27L1
ING4	0.147951782985873	5.03967526898545	3.23899108898408	0.0012396653382638	0.00179596080900149	-2.80032838514944	Not Significant	ING4
WHSC1	0.160526814572383	6.51340728056177	3.26570208412783	0.00112960256174661	0.00164238989136016	-2.80139725208691	Not Significant	WHSC1
QPRT	0.387660693707704	3.4961554222768	3.16554207000207	0.00159548514414482	0.00228797797761957	-2.80431127128027	Not Significant	QPRT
ARHGEF37	-0.276871334340828	4.85496582510854	-3.22913301525882	0.00128273236617751	0.00185512178225711	-2.80443790414281	Not Significant	ARHGEF37
RAD1	0.117518557221481	5.16794987768259	3.24147953666479	0.00122900748104519	0.00178086503715784	-2.80458144397455	Not Significant	RAD1
UCP3	0.211060961238721	0.068722604221538	2.96820432892397	0.00306796274032445	0.00427464143869262	-2.80638775354711	Not Significant	UCP3
NCOA2	-0.367763807802763	5.16541676158184	-3.23864479924826	0.00124115523119244	0.00179794525215421	-2.80817843278861	Not Significant	NCOA2
PARP6	0.146292209974973	5.41279287293684	3.24678507711677	0.00120656659648518	0.00174902491521488	-2.81036594204791	Not Significant	PARP6
LOC728024	-0.192904931224742	0.067036197860915	-2.96284994367526	0.0031213480135196	0.00434619180559567	-2.81354301699018	Not Significant	LOC728024
KAT5	-0.108742294817462	5.53698783221605	-3.24805505811348	0.00120125147766868	0.001742501537727	-2.8136158091357	Not Significant	KAT5
TRIM22	0.254475390157691	5.53220481265979	3.24867842611722	0.00119865049449289	0.00173906571840588	-2.81364642802269	Not Significant	TRIM22
VAMP1	-0.213422132450404	3.17929938254003	-3.13951437947374	0.00174268516810055	0.0024919049308265	-2.81760939201124	Not Significant	VAMP1
SLC29A2	0.277058483854073	3.85352881892941	3.18244698832404	0.0015061133191852	0.00216604189951426	-2.81768071935413	Not Significant	SLC29A2
ST6GALNAC1	-0.490968544862076	-1.00126083863981	-2.90221849989693	0.00378789721736041	0.00523081303985401	-2.82200305363799	Not Significant	ST6GALNAC1
JAKMIP2	0.36359633105925	-1.07603070792649	2.900254925458	0.00381150370834702	0.00526164692887197	-2.82332694844891	Not Significant	JAKMIP2
PYROXD2	-0.283755476413969	2.55819657973019	-3.09873480617434	0.00199863385345682	0.00284160281986209	-2.8307820260278	Not Significant	PYROXD2
RAB27A	0.181861647425756	4.45575882427567	3.20683445639853	0.00138529978897904	0.0019988221287621	-2.8312158552298	Not Significant	RAB27A
KIAA1543	-0.207684906605433	5.17842991856319	-3.23209698937822	0.00126964038542583	0.00183725298739906	-2.83247173944111	Not Significant	KIAA1543
AEBP2	0.132190583305473	4.95896367015789	3.22562830517784	0.00129837379044396	0.0018773800136774	-2.83459833444572	Not Significant	AEBP2
VPS33B	-0.100548073920617	3.98317848583891	-3.18019618699407	0.00151774012070555	0.00218192454006339	-2.84130574676288	Not Significant	VPS33B
TSEN2	-0.125582211581784	3.25189605811458	-3.13639195856015	0.00176116033710805	0.00251639969121682	-2.84302796027707	Not Significant	TSEN2
ABI2	-0.131549712857397	6.05481258316252	-3.24762596715897	0.00120304487927232	0.00174459574731797	-2.84506479845848	Not Significant	ABI2
RABGAP1L	0.159475803284205	3.86928904188153	3.17375184210811	0.00155148869598329	0.00222851548107312	-2.84637384825626	Not Significant	RABGAP1L
TESC	-0.365443143007531	0.213524938183468	-2.96172584208455	0.00313266290811877	0.00436113531260475	-2.84738134063151	Not Significant	TESC
NUB1	0.10535892456828	6.49164808146829	3.24784432363648	0.00120213194093481	0.00174358229773185	-2.85838437143471	Not Significant	NUB1
C14orf149	0.141943094303487	1.79180144047571	3.04695467810762	0.00237335406167275	0.003345450201644	-2.86035342293688	Not Significant	C14orf149
PRPF6	-0.148580220102667	7.39953702158687	-3.24752953800395	0.00120344824926121	0.0017450116204895	-2.86256900108707	Not Significant	PRPF6
AMT	-0.295607769007877	1.54533290500734	-3.03008898988154	0.00250867139642639	0.00352656004417336	-2.86288422033258	Not Significant	AMT
NAA25	0.136043843119095	5.0837845547719	3.2198460627113	0.00132456565045409	0.00191432735518987	-2.86660480632729	Not Significant	NAA25
PKD2	-0.195423592214033	4.64048713807325	-3.20342035496839	0.00140165634728057	0.00202125354559672	-2.86833294095383	Not Significant	PKD2
GPN3	-0.106421001331966	4.46484423301874	-3.19418779900709	0.0014467858909586	0.00208332157302072	-2.86923913541326	Not Significant	GPN3
CIZ1	0.107246009902864	6.45611649894336	3.24313737911317	0.00122195416021334	0.00177098750033049	-2.8728410462009	Not Significant	CIZ1
HLA-DRA	0.273153828922934	9.24058701326603	3.22916427744442	0.0012825936311249	0.00185510039399366	-2.87709699888755	Not Significant	HLA-DRA
ECHDC3	0.263731232965681	3.83519928893931	3.16070612207167	0.00162193659519252	0.00232435130412164	-2.87809936897506	Not Significant	ECHDC3
RORA	-0.197754375127234	3.99709695361769	-3.16658641599144	0.00158982529959268	0.0022807356713317	-2.88553646388051	Not Significant	RORA
SMG1	-0.165207395871652	7.35496452629653	-3.2403999207385	0.00123362095326876	0.00178737703848727	-2.88583056031732	Not Significant	SMG1
SLC35D2	-0.117944351169252	4.32268158666523	-3.18138142058836	0.00151160736372962	0.00217352554644454	-2.89011047069954	Not Significant	SLC35D2
RNF7	0.119792348547684	6.03585510818611	3.23319242937115	0.00126483313601137	0.0018306505702236	-2.89099036799894	Not Significant	RNF7
PLAU	0.303985798681765	6.21890035968085	3.23518980580128	0.001256111106842	0.00181855435636528	-2.89200332358039	Not Significant	PLAU
MTMR3	-0.127248100170472	6.11257042476911	-3.23250418820857	0.0012678514572038	0.00183484169019235	-2.89528270002191	Not Significant	MTMR3
ZNF784	-0.162057310430104	2.65911515606245	-3.08232128962522	0.00211107344913058	0.00299123698884194	-2.89867662099722	Not Significant	ZNF784
CSNK1D	-0.110912145752276	7.47480733166342	-3.23496603078985	0.00125708550089201	0.00181978902136093	-2.90207245031975	Not Significant	CSNK1D
MOSPD2	-0.185476862246948	3.68329500291921	-3.14157444228289	0.00173059380579192	0.00247532468380042	-2.90427270936197	Not Significant	MOSPD2
PDE3A	-0.386458948019057	0.918571506801842	-2.98319130862719	0.00292294023879835	0.00408207955156247	-2.90486216767989	Not Significant	PDE3A
LOC100129387	-0.16880288101832	1.95408329662619	-3.03868068098558	0.00243887910003401	0.00343360958425445	-2.90516732732123	Not Significant	LOC100129387
FMO1	0.383077447973902	2.20372649169545	3.06425859576712	0.00224150522748238	0.00316675559181884	-2.90633804005808	Not Significant	FMO1
SMAD9	0.332144083489242	-0.4651301818319	2.90750410374522	0.00372501233494852	0.00514984847747779	-2.90670197464104	Not Significant	SMAD9
PCIF1	-0.104724797468514	5.67399739552519	-3.22137419311511	0.00131759660502411	0.00190462317823023	-2.90831433206937	Not Significant	PCIF1
SMARCAD1	-0.143290402738813	5.41828439182261	-3.21475045654513	0.00134805110680723	0.00194676581586104	-2.91177796489812	Not Significant	SMARCAD1
LRCH2	-0.262897775890184	0.568183269816723	-2.96112970602695	0.00313867863270949	0.00436869739568147	-2.91445258999048	Not Significant	LRCH2
PTGIS	0.346490030682042	4.13121190534936	3.16610638525793	0.001592424528575	0.00228402663336675	-2.9159753734535	Not Significant	PTGIS
NBEAL1	-0.33372821925196	2.88701363797672	-3.08899186509534	0.00206469418009971	0.00292954672408407	-2.91989862848559	Not Significant	NBEAL1
LINGO1	-0.408796660001456	3.73100317904566	-3.13887238113522	0.00174646919281057	0.00249707722667136	-2.92520942268514	Not Significant	LINGO1
RPL27	0.182995586425337	8.61355150781735	3.21843285951477	0.00133104087171495	0.00192312855748215	-2.9296113841738	Not Significant	RPL27
PHF23	-0.110579537483241	5.39313747660872	-3.20686842358674	0.00138513794553132	0.00199878129876275	-2.93303694226907	Not Significant	PHF23
NELF	0.177606100471894	5.43847374559984	3.20824674529769	0.00137858536983234	0.00198951761935017	-2.93495468921597	Not Significant	NELF
LSMD1	-0.205374289979669	4.58353519846666	-3.17498908072766	0.00154495616271295	0.00221934531983154	-2.94162272938088	Not Significant	LSMD1
RNF34	-0.10274066100644	5.23040990573215	-3.19834437767807	0.00142630468197403	0.0020550156117737	-2.94625039474027	Not Significant	RNF34
SLC37A2	-0.273228750629954	3.89989258984773	-3.13827940937862	0.00174997096847893	0.00250160606353621	-2.94625810255404	Not Significant	SLC37A2
CCBL2	-0.144983860702748	4.88377422317726	-3.18690515956381	0.00148332628960825	0.00213445885214926	-2.9466148113492	Not Significant	CCBL2
FBF1	-0.200214546218803	3.12990897327924	-3.09479428725649	0.00202511431630683	0.00287788510939654	-2.94807886214466	Not Significant	FBF1
MGC70857	0.211904704147234	4.4201947467239	3.16772027748637	0.00158370128871687	0.00227260375726035	-2.94932118184102	Not Significant	MGC70857
FAM10A4	0.118658030078726	3.96933071297631	3.14451758808531	0.00171345327179424	0.00245151086119343	-2.95014017288003	Not Significant	FAM10A4
C14orf1	0.136281172936584	5.58048543122545	3.20599966353854	0.0013892828196276	0.00200437593612554	-2.95279207880827	Not Significant	C14orf1
UBE2W	-0.165352523616192	5.4018794325222	-3.19700953006802	0.00143285267194525	0.00206345674405894	-2.96492364183814	Not Significant	UBE2W
ISCA1	-0.100547987692742	5.22674700194895	-3.19243694595794	0.00145549406784676	0.00209545784084863	-2.9650939365913	Not Significant	ISCA1
MAT1A	0.572402242250285	-0.752020301187744	2.86940635755366	0.00420037243327884	0.00577715256468337	-2.96622506824551	Not Significant	MAT1A
LMBRD1	-0.127396022610212	5.76926721347341	-3.20282548410122	0.00140452448283535	0.00202499931939087	-2.97176117876159	Not Significant	LMBRD1
GSN	0.2012257387084	8.56014625940642	3.2024983665266	0.00140610396993841	0.00202708130592065	-2.98066321592367	Not Significant	GSN
NHLRC2	-0.218985628598619	2.97365540547875	-3.07277523578363	0.00217911125046282	0.00308355470224799	-2.98697148933425	Not Significant	NHLRC2
PPIL4	0.112448791840944	5.00820607286541	3.17871696136961	0.00152542628120221	0.00219255307315408	-2.98819705303458	Not Significant	PPIL4
INTS6	-0.134051165262417	5.39730035563685	-3.18955284505964	0.00146994420505693	0.00211565101616377	-2.98936086646464	Not Significant	INTS6
MORC3	-0.134917736349831	5.34323452394316	-3.18688282861987	0.00148343963252867	0.00213445885214926	-2.99255033605405	Not Significant	MORC3
HARS	-0.107739372829553	5.88574837660249	-3.19807703888501	0.00142761387472168	0.00205650595408656	-2.99465416753337	Not Significant	HARS
L1TD1	-0.442876619284385	-1.37457848373715	-2.8246498110586	0.00482881225973901	0.00660991705611064	-2.9967419428137	Not Significant	L1TD1
GPBP1L1	0.0985262381000007	7.14673944678604	3.20514292395662	0.00139338155969024	0.00200990187007361	-2.99970307834992	Not Significant	GPBP1L1
SREBF2	0.178653571794249	7.28938191839546	3.20380657673686	0.0013997970981384	0.00201876692694521	-3.00311227589716	Not Significant	SREBF2
TRA2A	-0.100018041674403	6.08429863417633	-3.19844861390907	0.00142579452405585	0.00205447835193453	-3.00325821402753	Not Significant	TRA2A
ANO7	0.293654760241857	0.0646990495927768	2.90046933368757	0.0038089195531899	0.00525856461143743	-3.00395637298738	Not Significant	ANO7
KDM4A	0.116917530728898	6.21526516070925	3.199838835919	0.00141900652170382	0.00204509105540116	-3.00433731615256	Not Significant	KDM4A
PDIA3P	0.140878797787061	7.3587420088079	3.20310376029461	0.00140318211624912	0.00202325883756267	-3.00481017655032	Not Significant	PDIA3P
ZNF540	-0.213826167151228	1.66153078002322	-2.98811301357591	0.00287669944664571	0.00402012704182506	-3.00603817828181	Not Significant	ZNF540
RNF2	-0.168444611593614	5.11557301604823	-3.17525459175487	0.00154355759348283	0.00221754909787459	-3.00619523160602	Not Significant	RNF2
FRMD4B	-0.189312857785394	4.44737660981171	-3.14900953344183	0.00168759397114611	0.00241543645081227	-3.00882581614769	Not Significant	FRMD4B
PRPS1	0.165489053756829	5.3630693692595	3.18160939340002	0.00151043038834698	0.00217204185457238	-3.01044167508666	Not Significant	PRPS1
PCDHGB5	-0.501248539431461	1.81867949556409	-2.99775357293758	0.00278805641780778	0.00390025613658557	-3.01175122419152	Not Significant	PCDHGB5
NEURL1B	-0.198892656440194	5.52372143082957	-3.18461251961613	0.00149500461054363	0.00215068569838586	-3.01390332781201	Not Significant	NEURL1B
C20orf108	0.154671509906199	7.23295272033673	3.19986224354719	0.00141889248572354	0.00204509105540116	-3.0159668466631	Not Significant	C20orf108
GP1BA	0.379526414293331	-0.940764625900584	2.84078607030562	0.0045930294285732	0.00630157406338391	-3.01889977665534	Not Significant	GP1BA
ZNF841	-0.17222535245557	3.66333539298171	-3.10350244713134	0.00196702071837511	0.00279878306796466	-3.01903798850724	Not Significant	ZNF841
PPP2R2C	-0.763785360457265	2.49099810587916	-3.03376212692175	0.00247861271185962	0.00348594215921847	-3.02199595897254	Not Significant	PPP2R2C
IMPA1	0.165299141137846	4.01737338069153	3.12369833702769	0.00183813967334629	0.00262163488574176	-3.02357725998451	Not Significant	IMPA1
AKAP6	0.261179416835756	1.30785273066894	2.96670812031832	0.00308279592961131	0.00429450918452089	-3.02366589764571	Not Significant	AKAP6
NOTCH2NL	0.195341126601919	5.36441615580206	3.17817864870268	0.00152823229161195	0.00219637533210641	-3.02425083888285	Not Significant	NOTCH2NL
ARSI	0.324294785975157	1.81546480169211	2.99569896668134	0.00280673589225319	0.00392455307355694	-3.02604268657605	Not Significant	ARSI
ID1	0.267897481234818	3.32234427317805	3.08174700985838	0.00211511071532177	0.00299667380501902	-3.02624510270889	Not Significant	ID1
PACSIN1	-0.296751701314436	1.74861032460324	-2.98532988904833	0.00290276484162455	0.00405503839691941	-3.02665794686993	Not Significant	PACSIN1
COMMD6	0.154377082919113	5.81622500968698	3.18618539412384	0.00148698355575163	0.00213935238670909	-3.02994399934105	Not Significant	COMMD6
C20orf134	-0.257270627123856	1.17459895718743	-2.95229603763057	0.00322906568463591	0.00449074764002468	-3.03000062627333	Not Significant	C20orf134
EFTUD1	-0.113609321190624	5.21032451180641	-3.17049456710704	0.00156880889231477	0.00225188095245757	-3.0330897430341	Not Significant	EFTUD1
SQSTM1	-0.161560158944596	8.91262469923858	-3.18323392135856	0.00150206774291022	0.00216043128081273	-3.03389911512178	Not Significant	SQSTM1
PPP1R16B	0.316067022122932	2.96980599369217	3.06009191190033	0.00227262437929228	0.00320860004573791	-3.03620222552029	Not Significant	PPP1R16B
IGJ	0.612915055109912	5.85068345678498	3.17711965622176	0.00153376630126787	0.00220411716092906	-3.0461189940827	Not Significant	IGJ
HERC2P2	-0.22468199468133	4.66618853826666	-3.1462181999293	0.00170362052996817	0.00243790883182269	-3.04792550507948	Not Significant	HERC2P2
AMICA1	0.341608368547211	2.433851137764	3.023783010917	0.00256105552706275	0.00359715822762277	-3.04850838808623	Not Significant	AMICA1
WNT11	0.457048956160047	0.995467367176791	2.93897441582246	0.0033698724559986	0.00468048265116287	-3.05127894536299	Not Significant	WNT11
FLJ45445	0.359622452787761	1.62227269030888	2.97031428541006	0.00304715571254354	0.00424723221732531	-3.05502548849584	Not Significant	FLJ45445
MEIS2	0.262928078246507	2.32996941812895	3.01491127557709	0.00263645068556143	0.00369750350550955	-3.05782860398943	Not Significant	MEIS2
TBC1D22A	0.121167459346017	4.2090667584614	3.12203664653531	0.0018484429127661	0.00263582746526012	-3.05789223150619	Not Significant	TBC1D22A
SLC35C2	0.121854306176156	5.85900338023954	3.17693880338803	0.00153471323543617	0.00220526622453659	-3.06108053470759	Not Significant	SLC35C2
PEX5	0.128114911755524	5.67355946523332	3.17320689668011	0.00155437404310749	0.00223201729858868	-3.0617213608877	Not Significant	PEX5
LOC646851	-0.206805177462131	2.12104597926231	-2.99571516989137	0.00280658813388514	0.00392455307355694	-3.06482854430424	Not Significant	LOC646851
COMMD7	0.126228320419596	6.18693992556705	3.17872941652834	0.00152536141369245	0.00219255307315408	-3.06946365634236	Not Significant	COMMD7
TRIM24	0.140404315159552	5.53739242824168	3.16594391947149	0.00159330512133057	0.00228507069288564	-3.07661134002496	Not Significant	TRIM24
KCTD11	-0.135561700770978	4.53579779135157	-3.13028132761254	0.0017978394032057	0.00256711436734824	-3.07772788039412	Not Significant	KCTD11
ATXN1L	0.153645730777658	5.72053945620424	3.16850816749736	0.00157945869370818	0.00226673298194749	-3.08032802877704	Not Significant	ATXN1L
SPG7	0.125287439991749	5.62717379515409	3.16612063101889	0.00159234733548032	0.00228402663336675	-3.08151195050703	Not Significant	SPG7
PPP2R5B	0.129398233859025	4.14840172216703	3.11128302028328	0.0019164153692511	0.0027301531345499	-3.08255205885068	Not Significant	PPP2R5B
PIGR	-0.77480158076957	2.47465445149494	-3.01349442728666	0.00264867802810297	0.0037136078732194	-3.08574368891528	Not Significant	PIGR
KLF6	0.183460971687844	7.37455880753697	3.17611500145171	0.00153903343777058	0.00221126173208335	-3.08887312616585	Not Significant	KLF6
DOCK9	-0.176940894508739	6.07175157026073	-3.17056826636861	0.00156841504108931	0.00225153154805139	-3.0898213735617	Not Significant	DOCK9
RNF213	-0.205064391562226	8.04162014600331	-3.17224084530116	0.00155950120479362	0.00223916486302246	-3.09050115814353	Not Significant	RNF213
ZDHHC3	-0.10262309267222	6.18799209677595	-3.17114418403089	0.00156534045739351	0.00224733339336294	-3.09286997429808	Not Significant	ZDHHC3
LOC650368	-0.151759163285241	0.540179542242242	-2.89291546516382	0.00390093042702698	0.00538162279484863	-3.09747119584301	Not Significant	LOC650368
DPT	-0.413057880378245	4.462018932246	-3.11927634717443	0.00186567555293125	0.00265989388461822	-3.1040214862147	Not Significant	DPT
CNKSR1	-0.198745768705257	4.68586326027387	-3.12873279597187	0.0018072454853599	0.00257953873539782	-3.10428947258274	Not Significant	CNKSR1
HIVEP1	0.176741267640033	5.2231098664918	3.14905593119299	0.00168732875398657	0.0024152878214343	-3.10437784678796	Not Significant	HIVEP1
APOBEC3G	0.270013733550952	3.50850060398955	3.06868021383153	0.00220891013147112	0.00312306422990065	-3.10586707745554	Not Significant	APOBEC3G
NT5M	-0.248328249172425	1.83187917896574	-2.96262395608433	0.00312361974051917	0.00434895038663724	-3.10714441086877	Not Significant	NT5M
FGFR2	-0.394825402638531	4.97110933600318	-3.13656692620532	0.00176012031336863	0.00251515378367274	-3.11085257202348	Not Significant	FGFR2
JUP	-0.161599245645744	8.83161265136843	-3.15901557899187	0.00163127840052032	0.00233706746631451	-3.11173716799781	Not Significant	JUP
MTHFD1	0.131311986693453	6.39629166000958	3.16733655715157	0.0015857713315476	0.0022753561038513	-3.11195015169355	Not Significant	MTHFD1
FAM117A	-0.178044496560966	4.08640770590153	-3.09825329642968	0.00200185246332062	0.00284563831498905	-3.1127973580588	Not Significant	FAM117A
