logFC	AveExpr	t	P.Value	adj.P.Val	B	Significance	ID
ADM	1.30391002999472	2.7868191362469	11.6175053415779	2.48908269125487e-29	1.69259884779698e-28	55.494675677359	Upregulated	ADM
SLC22A18	-0.976446849493088	4.14778995943655	-11.627280903645	2.25078277509989e-29	1.53194478376172e-28	55.4352175858533	Not Significant	SLC22A18
NEK8	-0.707541770749135	2.41765332366985	-11.6025426431453	2.90324245157598e-29	1.96352597255932e-28	55.4081788295435	Not Significant	NEK8
KIAA1328	-0.550550630080379	2.62140580822398	-11.6038007111672	2.86592958334573e-29	1.93916673028641e-28	55.3935328849198	Not Significant	KIAA1328
GALNT4	-0.706867858636322	4.37598067710675	-11.625310393304	2.29691950786944e-29	1.56263610337645e-28	55.3768106551627	Not Significant	GALNT4
MAB21L1	-1.34522703200654	-0.36958165548051	-11.5799958067418	3.66005145231134e-29	2.45870691592207e-28	55.3752883603549	Downregulated	MAB21L1
CNNM1	1.90824253222225	-1.18412450043427	11.5783073952906	3.72404570064543e-29	2.5005738897066e-28	55.3594084763027	Upregulated	CNNM1
ZNF92	-0.953835716233618	4.9388448710726	-11.629134964201	2.20821391463526e-29	1.50365503459263e-28	55.3563399898893	Not Significant	ZNF92
C10orf125	1.00577419119542	1.56154351744785	11.588661690142	3.34839988735736e-29	2.25440850715599e-28	55.3412548285902	Upregulated	C10orf125
LOC349114	-0.718376352760994	2.67122210361313	-11.5906798896074	3.27969189444019e-29	2.21113281910299e-28	55.2557181393076	Not Significant	LOC349114
SHPK	-0.540854021682975	4.27358592972869	-11.6112118302596	2.65559973637438e-29	1.80010694086573e-28	55.2439200408858	Not Significant	SHPK
ZW10	0.478627777385525	4.59881707970633	11.6134204402695	2.59593896395876e-29	1.76126103687991e-28	55.2171719726464	Not Significant	ZW10
RP9	0.528716663687462	2.93862774660402	11.5909754257283	3.26974890465168e-29	2.20542279657151e-28	55.2122781596487	Not Significant	RP9
ZCCHC11	0.870110364495627	4.35062064112311	11.6086464420367	2.72661047015993e-29	1.84656918130696e-28	55.1923296465775	Not Significant	ZCCHC11
ZNF429	-0.632264210200502	3.22736975721393	-11.5902794286295	3.29321292363357e-29	2.21825012727379e-28	55.1770021002017	Not Significant	ZNF429
BLVRA	-0.801073543010829	5.93566319405176	-11.6147034257274	2.56189552666242e-29	1.73895194319984e-28	55.1350382066651	Not Significant	BLVRA
YPEL2	-0.737405923712486	5.1633763148349	-11.6095231518708	2.70213313200108e-29	1.83082057884383e-28	55.1324188132194	Not Significant	YPEL2
B3GAT1	1.94311951774147	-1.22093562213362	11.5556473582467	4.69857200839847e-29	3.12549009998666e-28	55.1287175999483	Upregulated	B3GAT1
CARM1	0.414551067999369	5.94823083174633	11.6147556175641	2.56052007115524e-29	1.73880689224049e-28	55.1278147385105	Not Significant	CARM1
SNX25	-0.629070171193968	4.29586573298597	-11.5991352688534	3.00674329286235e-29	2.03260735610979e-28	55.1180994418265	Not Significant	SNX25
NPM3	0.836839556566802	3.95913842291285	11.5949661808139	3.13838139848766e-29	2.11968205736303e-28	55.1038566771249	Not Significant	NPM3
RAB12	0.539049050418523	5.30842666190641	11.6075142318306	2.75854755194117e-29	1.86735328855285e-28	55.0905223205052	Not Significant	RAB12
SERPINH1	0.728867301908986	7.9533662597369	11.6112523544285	2.65449288843841e-29	1.80010694086573e-28	55.0840444227505	Not Significant	SERPINH1
CHST8	-2.71098398951933	1.04390136547026	-11.556536929518	4.6559211279313e-29	3.09849584356371e-28	55.0839095515452	Downregulated	CHST8
ZDHHC17	-0.476970686770967	4.8594799891667	-11.595696532744	3.11491386828877e-29	2.1047817547033e-28	55.0154189105006	Not Significant	ZDHHC17
DYRK1B	-0.615501557822477	4.76403927949214	-11.5904414690416	3.28773518645501e-29	2.21555752074165e-28	54.9730096724806	Not Significant	DYRK1B
ENY2	0.612663244716916	5.28760945756679	11.5934706097946	3.18698646191556e-29	2.15153930426207e-28	54.9494543480147	Not Significant	ENY2
C11orf84	0.570390585407271	4.44055427151155	11.5837482895055	3.52171129759465e-29	2.36789995467651e-28	54.9319650184599	Not Significant	C11orf84
MRPL11	0.590120501761159	5.05129363784142	11.5848756435877	3.48117417083409e-29	2.34169590179208e-28	54.8804958578501	Not Significant	MRPL11
PLEKHG4B	1.7345570723943	3.07209271464627	11.5573789151541	4.6159062387354e-29	3.07460029706955e-28	54.83766038544	Upregulated	PLEKHG4B
GAR1	0.463871630632303	4.38987324268992	11.5722026207953	3.96484678797653e-29	2.65511686244496e-28	54.8212392010878	Not Significant	GAR1
CELSR2	-1.05935657118313	6.87795535097553	-11.5858822243357	3.44537180300332e-29	2.31865466616685e-28	54.8185035005115	Downregulated	CELSR2
NPRL2	-0.494442076835786	4.48085081841031	-11.5717248241151	3.984333543622e-29	2.66697317296022e-28	54.8166374280116	Not Significant	NPRL2
ZNF721	-0.48783356176826	4.67863018392347	-11.5733823269158	3.91713757673631e-29	2.62434190291013e-28	54.807661524215	Not Significant	ZNF721
NPEPPS	-0.572447950977781	6.94499361315318	-11.5813783369297	3.60846540977051e-29	2.4251415261803e-28	54.7686264605414	Not Significant	NPEPPS
C14orf167	-0.682507862580627	5.30556708259131	-11.5734245127578	3.91544211972411e-29	2.62434190291013e-28	54.7513801511963	Not Significant	C14orf167
CIAPIN1	0.462143253887161	5.38393798013311	11.5744142047799	3.87587477607596e-29	2.60018905304925e-28	54.7473907155125	Not Significant	CIAPIN1
MSH6	0.504010796869926	6.52555615596124	11.5766575571042	3.78765175869707e-29	2.54214277454794e-28	54.722962517166	Not Significant	MSH6
NTN4	-1.59578913613736	6.14926940783	-11.5734641964797	3.91384788904336e-29	2.62434190291013e-28	54.7200719313439	Downregulated	NTN4
YRDC	0.457592521055107	4.29699183064042	11.5604575632066	4.47248278084366e-29	2.9870437207e-28	54.7123001285437	Not Significant	YRDC
LOC221710	0.52241658893228	4.23677070275354	11.5591454314785	4.53306077470565e-29	3.02615167774396e-28	54.7055378023127	Not Significant	LOC221710
TP53TG1	-0.854211055339394	4.03659943571533	-11.5536857334258	4.79399987234224e-29	3.18755202529304e-28	54.6952007223542	Not Significant	TP53TG1
SFRS15	0.359902572459101	5.59739972179759	11.5704840069048	4.03538544950451e-29	2.69873163640456e-28	54.6937701925847	Not Significant	SFRS15
EIF3B	0.471440175669517	7.8188615603133	11.5716257745856	3.98838513534097e-29	2.66849174432938e-28	54.6758815227707	Not Significant	EIF3B
LOXL4	1.43819302009985	1.83899467250625	11.5210066592365	6.6989272125068e-29	4.43052777682675e-28	54.6162894343781	Upregulated	LOXL4
PATL1	0.525607075020595	5.92577950592327	11.5629980125725	4.35747356788579e-29	2.91283192901057e-28	54.6008959984982	Not Significant	PATL1
SLU7	-0.337948099906792	5.85296618769568	-11.5604868835089	4.47113836161175e-29	2.9870437207e-28	54.5818233364317	Not Significant	SLU7
ATG16L1	-0.500853321687895	5.55573568642609	-11.5577913662852	4.59642962241888e-29	3.0643546618594e-28	54.5738018346125	Not Significant	ATG16L1
CHD1	-0.624904631558673	5.87179933187396	-11.5579300212336	4.58990046751211e-29	3.06136543214143e-28	54.5569103790787	Not Significant	CHD1
KPNA2	0.821954776747552	7.15830980148225	11.5585977122119	4.55858822986522e-29	3.04183638147092e-28	54.5374505333889	Not Significant	KPNA2
MTCH1	0.42170072767478	7.50630876604484	11.5576219651406	4.60441911919813e-29	3.06831437920919e-28	54.5282278843923	Not Significant	MTCH1
ALCAM	-1.14332061834342	7.42570802879243	-11.5571558782323	4.62647254795496e-29	3.08026755450364e-28	54.5260444848854	Downregulated	ALCAM
ZNF263	-0.393571242230155	5.54681579177477	-11.5523183439908	4.86165647396641e-29	3.23110179599713e-28	54.5172996007846	Not Significant	ZNF263
AK7	-1.38252541164237	-0.238810884515335	-11.4947736027958	8.75845603922777e-29	5.7545132370115e-28	54.5145043065151	Downregulated	AK7
TRAF5	-0.74135136971285	5.1774087607298	-11.5484472715103	5.05838048590165e-29	3.35886338653461e-28	54.5099363415922	Not Significant	TRAF5
ATP1A1	0.568899288408172	9.43415103213127	11.5487251100203	5.04400127068599e-29	3.35080190938115e-28	54.4808559563838	Not Significant	ATP1A1
FAM154B	-1.33043751344578	0.649759437331242	-11.4949992170962	8.73830351269354e-29	5.74379396901555e-28	54.4805008037883	Downregulated	FAM154B
C2orf50	-1.59158584588711	-1.14621668460029	-11.4864622149741	9.53393179314927e-29	6.25578067286563e-28	54.4267931726205	Downregulated	C2orf50
SCUBE1	-2.10959061903993	0.841079459453689	-11.4874672408683	9.43664916463914e-29	6.19466351084009e-28	54.3991346148697	Downregulated	SCUBE1
C4orf10	-0.468174418363015	3.77697031336071	-11.5201815700813	6.75569491293254e-29	4.46412740670469e-28	54.3851826697671	Not Significant	C4orf10
FEN1	0.672879350504967	5.3755834251711	11.5333757529685	5.90258656589016e-29	3.91595802888644e-28	54.3304934373508	Not Significant	FEN1
SPARCL1	-0.935162159198186	7.79562344311993	-11.5359464455886	5.74928432919043e-29	3.81594406008839e-28	54.3138933603003	Not Significant	SPARCL1
SRM	0.64368723296375	5.81032969595357	11.5331498092665	5.91625325377707e-29	3.9232858861002e-28	54.3027825462071	Not Significant	SRM
ADD2	1.43883225860542	0.493771172423536	11.4777470467597	1.04204157511442e-28	6.81653682462302e-28	54.3016660682698	Upregulated	ADD2
TSHZ1	-0.574429744252232	5.07974371589639	-11.52546654879	6.40018497019059e-29	4.23669033387185e-28	54.2811445595695	Not Significant	TSHZ1
DHCR7	0.904023906998103	6.27478655723648	11.5284069515406	6.21050427340985e-29	4.11476836919545e-28	54.2388803283827	Not Significant	DHCR7
VARS	0.503007084564386	6.55860321456732	11.5290981934923	6.16673056879425e-29	4.08757557232699e-28	54.238562630972	Not Significant	VARS
POR	0.574812292602016	6.33969965012529	11.5283205662786	6.21599637949353e-29	4.11658485893273e-28	54.2351859364102	Not Significant	POR
COQ6	-0.480799213745422	4.26691769050808	-11.5110109130452	7.41975894425606e-29	4.89429405547291e-28	54.2252131503969	Not Significant	COQ6
DAZAP1	0.415943003043183	6.36570755717514	11.5235682816477	6.52568550145528e-29	4.31785742264727e-28	54.1858789872174	Not Significant	DAZAP1
MGEA5	-0.385307164134061	7.66409140327717	-11.5203244110595	6.74583308236265e-29	4.45957967065909e-28	54.1511001053638	Not Significant	MGEA5
KIAA1310	-0.373580068252064	6.4815521564959	-11.5172908995638	6.95837564113357e-29	4.59602860639215e-28	54.1214312829351	Not Significant	KIAA1310
CMAS	0.512799756250374	5.42255188550921	11.5129768629976	7.272145869245e-29	4.79903911926763e-28	54.1203203595018	Not Significant	CMAS
C20orf24	0.569617699234872	6.27212321210716	11.5164559465195	7.01803542095554e-29	4.63338933151485e-28	54.1163583420248	Not Significant	C20orf24
UCHL5	0.524641548796291	4.93326611526664	11.5084616117176	7.61561453338158e-29	5.01685311272544e-28	54.1146070196372	Not Significant	UCHL5
ALG1	-0.455009704232811	5.26153234821224	-11.5096377570833	7.52462440885317e-29	4.96127989107072e-28	54.1056250072739	Not Significant	ALG1
PRSS53	0.86563761186708	0.656264530689332	11.4571314518127	1.28568938574224e-28	8.3847115627033e-28	54.0882199618043	Not Significant	PRSS53
ZNF175	-0.801877037898052	2.78997793445917	-11.4744972826472	1.07715369136143e-28	7.0400695627103e-28	54.0607274281573	Not Significant	ZNF175
NISCH	-0.473401057653732	6.43366352283451	-11.5090857377381	7.56719496397191e-29	4.98715134415533e-28	54.0399368215726	Not Significant	NISCH
MTMR10	-0.469697207143589	5.12220642605325	-11.5005956777665	8.25289535436923e-29	5.43188587373985e-28	54.0252173352789	Not Significant	MTMR10
C18orf10	0.52125494883333	5.94780302418631	11.5018214819778	8.15020595084137e-29	5.36665782957513e-28	53.9784539243534	Not Significant	C18orf10
VEZT	-0.471653972350703	6.27033045999489	-11.500374990401	8.27151910508224e-29	5.4417506130007e-28	53.9552595654562	Not Significant	VEZT
COPS7B	0.375046573509849	5.12863243666851	11.4931628654498	8.90367978361518e-29	5.8473617955844e-28	53.9418740336658	Not Significant	COPS7B
GLRX3	0.434668001111415	5.42611299645285	11.495338797954	8.70805799138518e-29	5.72642811762135e-28	53.9412566799496	Not Significant	GLRX3
NKRF	0.432124497365593	4.20921228772087	11.4823065620211	9.94687398644298e-29	6.51531128906311e-28	53.9302786717476	Not Significant	NKRF
PABPC3	0.704617247318754	3.98108697584597	11.4778393827856	1.04106072404397e-28	6.81309831953041e-28	53.9135204728969	Not Significant	PABPC3
L1CAM	2.00295001472966	0.940831927744011	11.4383406595819	1.55669208598947e-28	1.01168087064717e-27	53.8646234425923	Upregulated	L1CAM
PRR15L	-1.04527049908357	5.17026011952165	-11.4837550622084	9.80095900619397e-29	6.42254612284173e-28	53.8581753424687	Downregulated	PRR15L
GEN1	0.59669457630951	4.18878398738197	11.4748103151611	1.07372098640521e-28	7.02069987047915e-28	53.8558370653143	Not Significant	GEN1
AGPAT4	0.832521507577627	2.98135124502487	11.457078308926	1.28638547134197e-28	8.38559727768955e-28	53.8380926570756	Not Significant	AGPAT4
RARRES3	-1.32787276244735	6.27576833685212	-11.4862831080241	9.55137297338618e-29	6.26447849661135e-28	53.825399251074	Downregulated	RARRES3
TLR9	1.02925078072463	0.102530452667471	11.427745901333	1.733775357015e-28	1.1238378418555e-27	53.8225902518189	Upregulated	TLR9
TBRG4	0.492708783399247	5.80733380312807	11.4842357102086	9.75301234651112e-29	6.39392622821866e-28	53.8067868352054	Not Significant	TBRG4
KHSRP	0.377033205856901	6.80076188811219	11.4784235844452	1.03487619589166e-28	6.77558706207806e-28	53.7218473817831	Not Significant	KHSRP
RRM2	1.06808719307293	5.44131462950995	11.4727710770518	1.09627999598239e-28	7.16194792661218e-28	53.7131466947967	Upregulated	RRM2
C2orf88	1.19568604394628	0.989874842259486	11.4170415767906	1.93300839614597e-28	1.25189686997476e-27	53.651893720098	Upregulated	C2orf88
OCIAD1	-0.423494016065883	7.11086709439911	-11.4691322274997	1.1377107579856e-28	7.42937038166252e-28	53.6277720259363	Not Significant	OCIAD1
DKK1	2.34807336875949	-0.194345620602269	11.4074144686278	2.13153372619817e-28	1.37808489330488e-27	53.62327188339	Upregulated	DKK1
LOC149134	-1.32093263861927	-0.764478820750288	-11.4034100847032	2.21995835810191e-28	1.43277778118634e-27	53.6019314334375	Downregulated	LOC149134
ODF2L	0.604678595750914	4.58314586064712	11.4525530702009	1.3470530480529e-28	8.77724987819232e-28	53.5830457142916	Not Significant	ODF2L
HKR1	-0.47254367931131	5.37509561910836	-11.4577128609475	1.27809827076193e-28	8.33883906647505e-28	53.5699468207099	Not Significant	HKR1
GPR55	1.52158232620499	-1.20924665641618	11.3992156822691	2.31648831234571e-28	1.49379063209299e-27	53.5586715554553	Upregulated	GPR55
CENPF	1.02300206640223	6.58529967313587	11.4602829683027	1.2450719089466e-28	8.1269041697356e-28	53.5435939674664	Upregulated	CENPF
MAN1C1	-0.964990993596023	3.70268381668032	-11.4308267521895	1.68031259504803e-28	1.09060011318664e-27	53.4986861330718	Not Significant	MAN1C1
CC2D1B	0.359854044708172	5.24340709199586	11.4469305242466	1.4264055481463e-28	9.29025754530273e-28	53.4648790036393	Not Significant	CC2D1B
STAG3	1.23502919083383	0.109394493269007	11.3911448452354	2.51411400906459e-28	1.61704960780703e-27	53.4550404891088	Upregulated	STAG3
CHST11	0.803505190231714	2.98037338229545	11.4172199487129	1.92950901557722e-28	1.25017149074217e-27	53.442474929625	Not Significant	CHST11
LOC100130872	-1.21990106148918	1.23687010221955	-11.3927412535924	2.47373819499436e-28	1.59244901352605e-27	53.4046956214783	Downregulated	LOC100130872
SMAD5	-0.498365942172462	6.24598501090123	-11.4457758461309	1.44326783250077e-28	9.39599375773773e-28	53.4039646089347	Not Significant	SMAD5
TMPRSS13	1.16161347113001	4.19160545973082	11.4295131528929	1.70290451025918e-28	1.10430553748047e-27	53.3966297007234	Upregulated	TMPRSS13
NCL	0.364178376018968	9.40160147809611	11.4411485335555	1.51285296392029e-28	9.84044776662104e-28	53.3899598973964	Not Significant	NCL
PPP3CB	-0.375309139816728	6.06229658037153	-11.442832957598	1.48714512700865e-28	9.67743526779932e-28	53.3796054669356	Not Significant	PPP3CB
ATF4	0.515021920076355	8.11629970421308	11.4390187589864	1.54599073938637e-28	1.00516261496072e-27	53.336813461328	Not Significant	ATF4
COQ4	-0.564046053871381	5.3287473781112	-11.4306600791728	1.68316254022424e-28	1.09197632160972e-27	53.3015064061708	Not Significant	COQ4
TROAP	1.108217964694	3.34999115353165	11.4073662259366	2.13257790733977e-28	1.37816466058525e-27	53.2855884763203	Upregulated	TROAP
TARS	0.5008407821679	6.75658136773303	11.4341044453443	1.62523141209437e-28	1.05576556184099e-27	53.2743740990035	Not Significant	TARS
UBA2	0.423241641960252	6.87413687775895	11.4319495887246	1.66123773710727e-28	1.07868742782145e-27	53.2518682793079	Not Significant	UBA2
ERCC6L	0.948395386103841	2.63878207167818	11.3938340935638	2.44647056311793e-28	1.57557336136773e-27	53.2513370100111	Not Significant	ERCC6L
AMBP	-2.21209226795732	-1.35671657197001	-11.368482802041	3.16313596056116e-28	2.02665479116948e-27	53.2416570000463	Downregulated	AMBP
WDR91	0.467512889770172	4.20506291620152	11.4112348109345	2.05043762096142e-28	1.32737456197792e-27	53.2134922219579	Not Significant	WDR91
FBXO5	0.711784079450065	3.42907098703644	11.3923731539269	2.48299052022493e-28	1.59771793276898e-27	53.1304214261616	Not Significant	FBXO5
VASN	0.894883357259173	4.3161672912532	11.3993258709605	2.31389987511716e-28	1.49276463064132e-27	53.0788245798013	Not Significant	VASN
IL32	1.10128902036834	5.49969290185943	11.4069350100792	2.14193389091091e-28	1.38361348922156e-27	53.044828330757	Upregulated	IL32
RGS5	-1.11524551535866	6.78370713931403	-11.4094419874749	2.08810567235304e-28	1.35117499343311e-27	53.0312223256296	Downregulated	RGS5
CTR9	-0.45737391606915	6.35248009647862	-11.4085391661922	2.10733383408639e-28	1.36302789519321e-27	53.0249591617369	Not Significant	CTR9
ARID4A	-0.504694048745412	4.63645728847172	-11.396190464811	2.3886882406748e-28	1.53968548226441e-27	53.0177741563567	Not Significant	ARID4A
SMCR7L	0.409582322786045	5.63365739431516	11.4035069352442	2.21777730294216e-28	1.43198761402654e-27	53.0006757827049	Not Significant	SMCR7L
C17orf97	-0.823456256081732	2.80668065893909	-11.3677053357745	3.18813527769032e-28	2.04092475197566e-27	52.9870284199667	Not Significant	C17orf97
MPZ	1.42997660183121	-0.606872060754217	11.3391981904498	4.25377259907419e-28	2.7080482556505e-27	52.9590942526275	Upregulated	MPZ
DOC2A	-1.7947504888327	0.558704548191052	-11.3394580706869	4.2426151132083e-28	2.70209448508037e-27	52.9283325795807	Downregulated	DOC2A
KIAA1530	-0.633828872316248	3.2491071517966	-11.3680451367001	3.17718497142336e-28	2.03478508631979e-27	52.9282140623781	Not Significant	KIAA1530
C9orf156	-0.400979351915407	3.65066003822775	-11.371980558841	3.05305350492943e-28	1.95863916880749e-27	52.9069416575223	Not Significant	C9orf156
S100A2	2.20200424659537	1.21768155155346	11.3456388332442	3.98565749996552e-28	2.54276793699846e-27	52.9017707125318	Upregulated	S100A2
CD38	1.84979312317667	0.198065540453238	11.335344321021	4.42269397979038e-28	2.81080512932155e-27	52.8870659152234	Upregulated	CD38
ERBB2IP	-0.505025560220694	6.85893536179764	-11.3950265409904	2.41705819701672e-28	1.55730133597715e-27	52.8809100933424	Not Significant	ERBB2IP
UEVLD	-0.711662588709923	4.05062517518046	-11.3741147154328	2.98776513787061e-28	1.91757636443008e-27	52.8735858240146	Not Significant	UEVLD
ADA	0.739595059645738	2.81774547415992	11.3563545504904	3.57627886206788e-28	2.28451411560264e-27	52.8531937982796	Not Significant	ADA
SLC25A5	0.50623019966708	8.06017471208263	11.3881398625729	2.59189930922805e-28	1.66636413063644e-27	52.8227796181561	Not Significant	SLC25A5
CNST	-0.474507772486682	5.50239243810412	-11.3825933367088	2.74180570611976e-28	1.76198394175588e-27	52.8037735711458	Not Significant	CNST
C22orf23	0.811891171765744	0.750360043160067	11.3290092886993	4.71496656266942e-28	2.99401376934549e-27	52.796219940604	Not Significant	C22orf23
SMYD2	0.623951014451742	5.23754885673894	11.3805549856372	2.79903452858639e-28	1.7979892613456e-27	52.795689683512	Not Significant	SMYD2
PARP3	-0.658216308781807	4.3250108598968	-11.3615514506808	3.39306381066274e-28	2.16932875071291e-27	52.7149531682399	Not Significant	PARP3
PRKCA	0.982786299806095	2.7357556147003	11.3411531131259	4.17055139213745e-28	2.65732833912819e-27	52.7064934883019	Not Significant	PRKCA
SFRS12IP1	-0.400860524043256	4.79326506671285	-11.3662195595639	3.23645744755508e-28	2.07097300630854e-27	52.6997980376756	Not Significant	SFRS12IP1
COPZ1	-0.391959931474489	7.77271541131392	-11.3752182604874	2.95455134294959e-28	1.89707292792478e-27	52.6865468279009	Not Significant	COPZ1
TMEM40	2.26809704543256	-0.536569424309571	11.3111103578635	5.64855939288797e-28	3.57394872043205e-27	52.674082001154	Upregulated	TMEM40
C5	-0.874690477766328	2.6602979390277	-11.3323106427144	4.56033839796375e-28	2.89705368430914e-27	52.6494695316859	Not Significant	C5
PCDH1	-0.688931976691816	6.50299760809669	-11.3712557893289	3.07554657753781e-28	1.97222389143138e-27	52.649400369664	Not Significant	PCDH1
PVRL1	0.737142183931281	5.84139233914505	11.369365744167	3.134981180701e-28	2.00947594567674e-27	52.6465526619827	Not Significant	PVRL1
SERPINE2	1.08643630518434	5.1749488406554	11.3635550125067	3.32494653934624e-28	2.12668695958953e-27	52.6311131840193	Upregulated	SERPINE2
OLFM1	-1.43438767455135	3.79805029573375	-11.3446887287457	4.02412698282144e-28	2.56621681090279e-27	52.6150927120987	Downregulated	OLFM1
PRND	-1.59990531618785	0.985669016806918	-11.3116899635489	5.61563010547385e-28	3.55537799444277e-27	52.6150682117798	Downregulated	PRND
ZFP2	-0.828246755324431	1.13076441743801	-11.3099814128191	5.71325009017796e-28	3.61107323056138e-27	52.5871866487741	Not Significant	ZFP2
HIRA	0.449819004709712	5.2043038277098	11.3584699588189	3.50054386829574e-28	2.23708967022982e-27	52.5773494497133	Not Significant	HIRA
GTF2H4	0.41863302810799	4.47319948367243	11.3489519761466	3.85434539580783e-28	2.46004211253969e-27	52.5545041570394	Not Significant	GTF2H4
NUDT8	1.29013770765959	1.79050995186258	11.3138982275725	5.49190942794695e-28	3.47999188857248e-27	52.5514100199205	Upregulated	NUDT8
BCAS3	-0.577038658808698	4.71745794955242	-11.3491626475668	3.84614256953454e-28	2.45585391801294e-27	52.5378114314182	Not Significant	BCAS3
RAB37	-0.952079457682612	1.80710569468768	-11.3110896771037	5.64973787167918e-28	3.57394872043205e-27	52.5347427574676	Not Significant	RAB37
ZNF174	-0.394227425368586	3.98355693107057	-11.338368112859	4.28960608666615e-28	2.72853949422576e-27	52.5218670980735	Not Significant	ZNF174
CPNE8	0.892723842965208	2.46614058381663	11.3167078823878	5.33840216808767e-28	3.3855875105834e-27	52.500072209693	Not Significant	CPNE8
DNAJC9	0.481868994205213	5.4810106885473	11.3444283408931	4.03473426601814e-28	2.57188533899035e-27	52.4156496193962	Not Significant	DNAJC9
SIRT3	-0.506658565503709	5.16079474427021	-11.3386771062648	4.27623229699123e-28	2.72118914919506e-27	52.3899055531783	Not Significant	SIRT3
C14orf135	-0.450086753829716	5.3030864559558	-11.3382159998124	4.29620506658348e-28	2.73157609309919e-27	52.3711006220502	Not Significant	C14orf135
PRSS27	1.27227165642423	1.26246577840765	11.289658278811	7.01210490264152e-28	4.40042658607277e-27	52.3619487642784	Upregulated	PRSS27
TET1	0.871319848370347	1.70891061306046	11.2914640778292	6.8857040866794e-28	4.3247307203244e-27	52.3354776002931	Not Significant	TET1
OMD	-1.63783300735998	2.79331073196218	-11.3010314991255	6.2528305739569e-28	3.93880956230694e-27	52.3201672986631	Downregulated	OMD
LPAR2	0.578111363683153	4.35894456092852	11.3223692225699	5.04191991652068e-28	3.19891544682344e-27	52.3017527410558	Not Significant	LPAR2
PHLDB3	-0.797310529848765	3.47647018461103	-11.3066508557525	5.90841693792702e-28	3.73127748143265e-27	52.2810447171986	Not Significant	PHLDB3
LOC158376	1.16404238248074	-0.390691953041502	11.2692311059249	8.61285497628807e-28	5.36448607699141e-27	52.2599051429708	Upregulated	LOC158376
MMP1	2.44079141686504	2.52732922015625	11.2944706664526	6.68025354526281e-28	4.20098129461968e-27	52.2501669417149	Upregulated	MMP1
PABPC1	0.661581283183578	10.6412713208744	11.3242176093352	4.9487086270284e-28	3.14110780410238e-27	52.2495970901774	Not Significant	PABPC1
CAPSL	-2.372972082142	-2.05444331161299	-11.2668010169006	8.82596678255835e-28	5.48808661547781e-27	52.2035432005761	Downregulated	CAPSL
CXCL10	1.59004112637947	4.54578202068088	11.310473683276	5.68495205851692e-28	3.59470542711545e-27	52.1629681924369	Upregulated	CXCL10
LRRC37A	-0.591960130658948	4.1639506709943	-11.3018377795285	6.20221421093972e-28	3.91021651622303e-27	52.1331255301403	Not Significant	LRRC37A
MRPL39	0.469576711714124	4.31082243849358	11.3039386512905	6.07223039766447e-28	3.82988084120708e-27	52.1249303403649	Not Significant	MRPL39
TACC3	0.788337271361755	5.32172504310519	11.3137089684795	5.50240595076537e-28	3.48516757787157e-27	52.1190564971256	Not Significant	TACC3
C15orf52	1.06439200498706	3.5993498443354	11.2934934320739	6.74635439591255e-28	4.24076800687203e-27	52.1142717637776	Upregulated	C15orf52
ABI1	0.361495249939043	6.33043649107605	11.3154951249274	5.40413199613063e-28	3.42582141406553e-27	52.0885078313721	Not Significant	ABI1
PDCD2L	0.568789348174117	2.9337393927906	11.2794469149188	7.77147289846767e-28	4.85457574588337e-27	52.0713927970729	Not Significant	PDCD2L
DYSF	0.667190995253842	4.65722302997236	11.3016369444308	6.21478396546891e-28	3.91649143625992e-27	52.058402382369	Not Significant	DYSF
ILDR1	-0.729543935280847	3.65206949201359	-11.2866184793301	7.23010876024988e-28	4.53153424684506e-27	52.0559102721872	Not Significant	ILDR1
RASA1	-0.625272327785255	5.75647697802289	-11.3087143869319	5.78672992182298e-28	3.65597242464857e-27	52.0482051794742	Not Significant	RASA1
CENPE	1.02378503842317	4.00208662974412	11.292573925055	6.80914365799687e-28	4.2784405176003e-27	52.0451475067005	Upregulated	CENPE
HNMT	-0.631624502358163	5.31661586517251	-11.3047750439724	6.02123802094876e-28	3.79931996035161e-27	52.0383722710881	Not Significant	HNMT
EPHA10	-1.23837704562605	2.42538990332016	-11.2668638533603	8.82039079150629e-28	5.48689895995323e-27	52.0316439700324	Downregulated	EPHA10
RYR1	1.55303630078613	1.60999423464797	11.2610001232022	9.35609976794712e-28	5.81289934524137e-27	52.031448885929	Upregulated	RYR1
CTNNBIP1	0.54022551918557	5.51823559918936	11.3056048308162	5.97106876730335e-28	3.76925289920832e-27	52.0245641414663	Not Significant	CTNNBIP1
PABPC4L	0.904419183640343	0.817705811744277	11.2518943121958	1.02527434828138e-27	6.35152366338056e-27	52.0192033935135	Not Significant	PABPC4L
POLR3D	0.491462540931788	4.15393808554029	11.2906658866656	6.9412936436154e-28	4.35781635754999e-27	52.0103596045627	Not Significant	POLR3D
MAGOHB	0.549611374210237	4.0837889399351	11.2891801723422	7.04595516833165e-28	4.41981605215506e-27	52.0052086611841	Not Significant	MAGOHB
BUB1B	0.94863115016932	4.14857358743548	11.2868178983924	7.21560302187943e-28	4.52433726135189e-27	51.9686367199878	Not Significant	BUB1B
ZNF136	-0.492404969804795	3.70152126965985	-11.2777080944533	7.90868473611554e-28	4.9361669910526e-27	51.9556155251586	Not Significant	ZNF136
C3orf55	1.4811877216986	-1.09533876001828	11.2357583381622	1.20562143917936e-27	7.45950230681996e-27	51.9357370305018	Upregulated	C3orf55
